MNIST-1617224843,1617224846.809,0.97,0.0042,1.0,0.0039
MNIST-1617224843,1617224846.815,0.95,0.0066,1.0,0.0003
MNIST-1617224843,1617224846.822,0.98,0.0048,1.0,0.0014
MNIST-1617224843,1617224846.828,0.97,0.0053,1.0,0.0013
MNIST-1617224843,1617224846.835,0.99,0.0027,0.97,0.0063
MNIST-1617224843,1617224846.841,0.96,0.005,0.94,0.0052
MNIST-1617224843,1617224846.847,0.98,0.0033,0.94,0.0065
MNIST-1617224843,1617224846.853,1.0,0.0006,0.94,0.0063
MNIST-1617224843,1617224846.859,0.97,0.0047,1.0,0.0007
MNIST-1617224843,1617224846.866,0.96,0.0054,0.97,0.003
